rows,rmse,mae,bias,within5,within10,abs_p50,abs_p90,abs_p95,abs_p99,method,bucket_type,bucket
38650,1.719081507248666,1.192902869134836,-0.1254218775063811,0.9807761966364812,0.9989391979301423,,,,,mdz_all_anchor,eval_step,050_100
38650,1.8044172309015662,1.1279827296241902,-0.07464521345345418,0.9897542043984476,0.9977749029754205,,,,,blend25_u_md_tail30_median_anchor,eval_step,050_100
38650,1.8109383505794339,1.141734775711064,-0.07363762934182765,0.990038809831824,0.9978266494178525,,,,,blend25_u_md_tail100_anchor,eval_step,050_100
38650,1.8502327138433499,1.2585201174014955,-0.06439344214603156,0.9895213454075032,0.9986545924967658,,,,,blend25_md_tail200_anchor,eval_step,050_100
38650,1.8572863034259284,1.1801655290483057,-0.07446135649843397,0.9870116429495472,0.998111254851229,,,,,blend25_mdz_tail200_anchor,eval_step,050_100
38650,1.8599289463699156,0.8791489169199035,0.00563814451075562,0.9744631306597672,0.993091849935317,,,,,mdz_tail200_anchor,eval_step,050_100
38650,1.8917742845811272,1.2301878968063507,0.045909801920358956,0.9827943078913325,0.996843467011643,,,,,md_tail200_anchor,eval_step,050_100
38650,1.908265034758651,1.386808574764678,-0.006264030455167624,0.9745924967658474,1.0,,,,,u_md_all_anchor,eval_step,050_100
38650,2.118791519890663,1.3216441655884752,-0.09055479948227474,0.9834411384217335,0.9966882276843467,,,,,blend10_u_md_tail30_median_anchor,eval_step,050_100
38650,2.1207804242191646,1.3266238834922421,-0.09015176583762544,0.9835705045278137,0.9966882276843467,,,,,blend10_u_md_tail100_anchor,eval_step,050_100
38650,2.124214629688976,1.3705924304442672,-0.08645409095930622,0.9819404915912031,0.9973609314359638,,,,,blend10_md_tail200_anchor,eval_step,050_100
38650,2.127728815088563,1.3345849629700544,-0.0904812567002648,0.9835187580853816,0.9967399741267788,,,,,blend10_mdz_tail200_anchor,eval_step,050_100
38650,2.327771088798364,1.4021771962103617,-0.061744401573296616,0.9628978007761967,0.9940232858990944,,,,,z_tail200_anchor,eval_step,050_100
38650,2.333591519874453,1.4530566623544474,-0.10116119016815812,0.9760931435963778,0.9961707632600258,,,,,anchor,eval_step,050_100
38650,2.7471092066992884,2.458646313066032,-0.3989200517464313,0.9635187580853817,1.0,,,,,u_const_anchor,eval_step,050_100
38650,2.790574090058224,2.484427375520046,-0.5480267064154911,0.9573868046571798,1.0,,,,,z_all_anchor,eval_step,050_100
38650,30.546381656207327,29.183499979822425,29.183499979822425,0.001371280724450194,0.005485122897800776,,,,,md_all_anchor,eval_step,050_100
3012442,17.21178484380614,12.644759381350966,-1.626587892157551,0.2889559367450062,0.5220160255367572,,,,,blend10_u_md_tail100_anchor,eval_step,1000_plus
3012442,17.253401258336723,12.519069532293063,-1.8496185088376536,0.29242289146147876,0.5231928116790299,,,,,anchor,eval_step,1000_plus
3012442,17.337191493151593,12.73247444497524,-1.692437593135059,0.28741731791018715,0.5158881067253743,,,,,blend10_u_md_tail30_median_anchor,eval_step,1000_plus
3012442,19.833475571302635,14.4843078272978,-1.2920419671374044,0.26330764210564056,0.4830051499746717,,,,,blend25_u_md_tail100_anchor,eval_step,1000_plus
3012442,20.297399079772518,14.115627921221494,-1.1144085985824075,0.27102862063402383,0.4872296296493011,,,,,blend10_md_tail200_anchor,eval_step,1000_plus
3012442,20.46497509882006,14.73769375303859,-1.4566662195811801,0.2642085723144213,0.4733830560057256,,,,,blend25_u_md_tail30_median_anchor,eval_step,1000_plus
3012442,22.597669248950137,15.0587967539249,-1.1320955640186487,0.275064217004012,0.48502112239837314,,,,,blend10_mdz_tail200_anchor,eval_step,1000_plus
3012442,36.33958583486398,20.932604989552733,-0.011593733199546447,0.20578653464531432,0.3903155645818243,,,,,blend25_md_tail200_anchor,eval_step,1000_plus
