name,rows,rmse,mae,bias_pred_minus_true,error_std,within_5,within_10,within_25,stage,well_id,fold
geometry_plus_gr_pre_u,5551,6.8362075054043006,5.109161979341444,3.0642342296431315,6.110990234227956,0.6166456494325346,0.8364258692127544,1.0,geometry_plus_gr_pre_u,1295a25b,4
final_post_u,5551,6.626671233595009,5.206170871786971,3.1108010321692787,5.851127120171819,0.539902720230589,0.9110070257611241,1.0,final_post_u,1295a25b,4
geometry_tvt_geop,5842,5.022519598251713,4.504884004377895,4.212687644877804,2.734769811431384,0.6032180760013693,1.0,1.0,geometry_tvt_geop,14ad5efb,4
geometry_plus_gr_pre_u,5842,4.1654536907494455,3.371691591604291,3.0287560163421188,2.859657574474537,0.7285176309483054,1.0,1.0,geometry_plus_gr_pre_u,14ad5efb,4
final_post_u,5842,4.242360141280403,3.357335227431633,3.0159327506860674,2.983583283849112,0.733310510099281,1.0,1.0,final_post_u,14ad5efb,4
geometry_tvt_geop,7240,4.359813253779091,3.1732462272636575,1.3372407114530793,4.149669732335369,0.787707182320442,0.9517955801104973,1.0,geometry_tvt_geop,1770d7c6,4
geometry_plus_gr_pre_u,7240,5.9946778161430245,5.070253223780059,-0.3977720384638965,5.981466335671679,0.4943370165745856,0.8892265193370166,1.0,geometry_plus_gr_pre_u,1770d7c6,4
final_post_u,7240,5.757480944314102,4.608208694975506,-0.562630187616993,5.729924440699201,0.506767955801105,0.9208563535911602,1.0,final_post_u,1770d7c6,4
geometry_tvt_geop,4722,7.123564019230026,6.203203336295797,-6.2005363301355665,3.506923659667771,0.4737399407030919,0.8166031342651419,1.0,geometry_tvt_geop,1944513c,4
geometry_plus_gr_pre_u,4722,6.541026395117993,5.801660864127009,-5.799970085247071,3.0241318277927927,0.4891994917407878,0.9263024142312579,1.0,geometry_plus_gr_pre_u,1944513c,4
final_post_u,4722,6.60900431938996,5.845082602907462,-5.845082602907462,3.0844687482455857,0.4845404489623041,0.8966539601863617,1.0,final_post_u,1944513c,4
geometry_tvt_geop,6310,23.172992380315346,20.95308298890432,-20.95308298890432,9.897266749878048,0.1335974643423138,0.20301109350237717,0.5107765451664026,geometry_tvt_geop,197f8a5a,4
geometry_plus_gr_pre_u,6310,20.23866477240139,17.775279380381196,-17.705618259244826,9.803807108849968,0.19223454833597464,0.23375594294770205,0.6559429477020602,geometry_plus_gr_pre_u,197f8a5a,4
final_post_u,6310,19.486446360348005,17.384379735395523,-17.274683819776627,9.017033363666101,0.1618066561014263,0.22282091917591126,0.7190174326465927,final_post_u,197f8a5a,4
geometry_tvt_geop,6251,6.2692871262052545,4.553250956581642,4.374213259049783,4.491126744499204,0.5479123340265557,0.8473844184930411,1.0,geometry_tvt_geop,198a5607,4
geometry_plus_gr_pre_u,6251,9.104641744702356,6.984715250111674,6.981788724779946,5.843725481395612,0.46520556710926253,0.5584706446968485,1.0,geometry_plus_gr_pre_u,198a5607,4
final_post_u,6251,8.922335670558878,6.879572736880308,6.875461893240411,5.6864837617570245,0.47432410814269715,0.5879059350503919,1.0,final_post_u,198a5607,4
geometry_tvt_geop,6597,6.6812977940725595,5.676696493355245,-3.409097561233654,5.746111209424127,0.3856298317417008,0.951947855085645,1.0,geometry_tvt_geop,1b6ba517,4
geometry_plus_gr_pre_u,6597,5.842431343195188,4.2355325804921495,0.18379146199615265,5.839539767691188,0.7518569046536304,0.874185235713203,1.0,geometry_plus_gr_pre_u,1b6ba517,4
final_post_u,6597,6.558867155615769,4.588663798777121,0.13582675976610295,6.5574605951043825,0.743216613612248,0.8415946642413218,0.9962103986660603,final_post_u,1b6ba517,4
geometry_tvt_geop,5133,7.576917157529102,6.032803275750218,-6.032803275750218,4.584207483105051,0.5369179816871226,0.7110851353984025,1.0,geometry_tvt_geop,20096916,4
geometry_plus_gr_pre_u,5133,4.846317439131837,3.5121065684928348,-3.241200734897127,3.602972455755898,0.6625754919150594,0.9801285797779077,1.0,geometry_plus_gr_pre_u,20096916,4
final_post_u,5133,4.927636441474685,3.5788351027608583,-3.2448448928867797,3.70844745418563,0.6750438340151957,0.9668809662965128,1.0,final_post_u,20096916,4
geometry_tvt_geop,3926,2.2184574033238986,1.6932097952218639,-1.3546016260281173,1.7568744078973308,0.9865002547121753,1.0,1.0,geometry_tvt_geop,200d233d,4
geometry_plus_gr_pre_u,3926,2.0355001922335276,1.6246823512820614,-0.5775242896852493,1.9518521274436433,0.9867549668874173,1.0,1.0,geometry_plus_gr_pre_u,200d233d,4
final_post_u,3926,2.1199490901517435,1.5759511016234686,-0.3800181444670192,2.085610307490603,0.9429444727457973,1.0,1.0,final_post_u,200d233d,4
geometry_tvt_geop,6958,7.2843163375256985,6.247698025565082,-2.760104866605574,6.7411486877596785,0.4255533199195171,0.8660534636389767,1.0,geometry_tvt_geop,2043abc5,4
geometry_plus_gr_pre_u,6958,6.7305823466679735,5.550434416475027,-3.0688382901428133,5.990239584042687,0.479448117275079,0.8305547571141132,1.0,geometry_plus_gr_pre_u,2043abc5,4
final_post_u,6958,6.384143934632253,5.490203286642639,-3.0683453850801263,5.598441781063663,0.49123311296349526,0.917073871802242,1.0,final_post_u,2043abc5,4
geometry_tvt_geop,2885,2.550665708189757,2.1500462516072174,-2.0755994801995667,1.482491940190719,1.0,1.0,1.0,geometry_tvt_geop,25fd32b3,4
geometry_plus_gr_pre_u,2885,2.5506656816787423,2.1500462303168906,-2.075599460125395,1.4824919226831734,1.0,1.0,1.0,geometry_plus_gr_pre_u,25fd32b3,4
final_post_u,2885,2.509659284442571,2.0893557218277894,-2.0497366276311366,1.448091668830441,1.0,1.0,1.0,final_post_u,25fd32b3,4
geometry_tvt_geop,4837,5.3342487056301415,4.246338154103124,1.6625327349298187,5.068549512316479,0.6661153607608021,0.9154434566880297,1.0,geometry_tvt_geop,276b012a,4
geometry_plus_gr_pre_u,4837,6.419006875268589,5.268757739727864,3.4049950897917163,5.441475691688764,0.606160843498036,0.8372958445317346,1.0,geometry_plus_gr_pre_u,276b012a,4
final_post_u,4837,5.420935783272293,4.614136230870459,3.338710880865481,4.270779135046957,0.7359933843291296,0.9152367169733305,1.0,final_post_u,276b012a,4
geometry_tvt_geop,5500,7.1804326559016936,5.869010619913882,4.718171715536677,5.412713625220638,0.5563636363636364,0.7965454545454546,1.0,geometry_tvt_geop,2cee0cba,4
