well_id,fold,k16_segment,rows,error_sum,error_sq_sum,x_sum,x_sq_sum,x_error_sum,start_error,end_error,mean_error,mean_corrected_sse,start_corrected_sse,affine_corrected_sse,error_slope_per_row
37344c2a,3,3,325.0,52.961614100058796,139.34171689697368,369200.0,422271850.0,49172.368490053326,-0.227188208111329,0.0462559442457859,0.16295881261556552,130.7111551490243,180.18093192819765,88.47438504220045,-0.0038424921355683004
37344c2a,3,4,325.0,146.76953639347448,72.04305752580024,474825.0,696579975.0,218172.6574101976,0.0626226228050654,0.6838099562774005,0.451598573518383,5.762144254552766,54.935388580384775,0.8663010573105705,0.0013082218164862489
37344c2a,3,5,324.0,-120.92752342265885,194.43329873947246,578502.0,1035749646.0,-236476.5467464881,0.6912826381467312,-1.5969458845193003,-0.373233096983515,149.29914466188694,516.4539197720107,0.15172672801520548,-0.0072540917768183725
37344c2a,3,6,325.0,-439.8777930132019,615.9493146952211,685750.0,1449793150.0,-920530.1055369099,-1.6097613855035888,-0.9466851651304752,-1.3534701323483134,20.587859968558746,41.93555206282656,0.332631868264496,0.002660946890023641
37344c2a,3,7,325.0,-427.14379533742067,621.4496249007211,791375.0,1929858775.0,-1052788.0589917642,-0.9402844635478688,-2.153344772912533,-1.3142886010382175,60.059403684547874,105.52010951401519,3.7399830176793785,-0.004437074561776095
37344c2a,3,8,325.0,-1026.8924381198885,3359.920962007352,897000.0,2478580650.0,-2852374.2115784837,-2.1564468969336303,-4.346614508584025,-3.159669040368888,115.28071749101628,442.3784849416372,0.11046208924524592,-0.006345090230399068
37344c2a,3,9,325.0,-2931.791463607826,28397.231880073683,1002625.0,3095958775.0,-9113132.226708714,-4.381016058263413,-10.802006525374964,-9.020896811101002,1949.8436152007052,8946.60397038034,306.9075658265208,-0.023965029443857852
37344c2a,3,10,324.0,-3949.1486838941382,48250.19833423334,1104678.0,3769233966.0,-13479137.61375849,-10.81483603374545,-12.782259116844216,-12.188730505846106,115.08929873086163,726.6671693627213,40.75402139571028,-0.005121210877872175
37344c2a,3,11,325.0,-5119.558089657021,83355.10656337405,1213550.0,4534256350.0,-19198365.66118426,-12.795263037191036,-21.484981671188507,-15.75248642971391,2709.3372299197654,5551.517542737223,362.5042199719537,-0.02864235555029222
37344c2a,3,12,325.0,-7636.938522245378,179782.52278803333,1319175.0,5357391975.0,-31028733.657923862,-21.50424821674096,-25.098883627384566,-23.498272376139624,327.6612724781735,1619.9042856644955,4.597659406129424,-0.01062702397352688
37344c2a,3,13,325.0,-8379.739346244874,216377.50867712183,1424800.0,6249183850.0,-36732904.33362465,-25.11224954797399,-21.700867168407058,-25.783813373061154,315.8732586465194,462.4475992753578,310.62975748938794,0.0013538742288922362
37344c2a,3,14,325.0,-6860.0193484768915,145126.83202617956,1530425.0,7209631975.0,-32329835.94764306,-21.553710575239165,-21.47293005024767,-21.10775184146736,327.2459908647288,391.88172833865974,90.84815191786254,-0.00909053385257851
37344c2a,3,15,325.0,-6184.7200964078,118406.20482687149,1636050.0,8238736350.0,-31088831.96060291,-21.454972897687185,-16.264661999328382,-19.029907988947077,711.5504548391618,2622.855893610016,2.126783394541235,0.015747821199362477
373ef48b,3,0,219.0,-280.75461444948996,594.0128082574383,23871.0,3477209.0,-44695.64934601841,1.0362722287936776,-2.810423991169955,-1.281984540865251,234.08973275660838,1411.0645973218182,7.16110356699545,-0.01610177016351983
373ef48b,3,1,219.0,-793.6042834200562,2911.659921844016,71832.0,24436166.0,-265716.4991856918,-2.8303396540686663,-4.587292819858703,-3.623763851233133,35.82540740264221,173.69071590813337,2.333362727168364,-0.0061858560488916555
373ef48b,3,2,219.0,-1141.0676762769654,5968.631778544444,119793.0,66402041.0,-623446.546485952,-4.602569190094073,-5.0229970289565244,-5.2103546861961885,23.264464187762314,104.16376701835179,22.67634086736836,0.0008197155592538324
373ef48b,3,3,220.0,-1031.202422261902,4908.248524197223,168630.0,130142210.0,-783568.6706387172,-5.025135775382296,-3.2688716073116666,-4.6872837375541,74.71018020261363,99.82186008483859,21.85982536919358,0.007717649341024016
373ef48b,3,4,219.0,-572.7127348387603,1504.9740793839733,215934.0,213786194.0,-562905.0203572977,-3.2521209358346823,-2.38472053298392,-2.6151266430993623,7.2577476648309585,96.11956631087514,3.5981276126059276,0.0020447818315718603
373ef48b,3,5,219.0,-445.1103007904949,912.8799435412903,263895.0,318868745.0,-533752.6449313757,-2.382861221811254,-1.6185545210882992,-2.0324671268972367,8.207889341268356,35.09583810465256,0.45323208480333044,0.0029765301234711003
373ef48b,3,6,220.0,-243.05022176775674,283.1082576567035,313390.0,447311370.0,-343981.2732673883,-1.6082314861505438,-1.4056788989601046,-1.1047737353079852,14.592756286904716,70.35609180126323,8.918905145183063,0.0025287160036527967
373ef48b,3,7,219.0,-465.1806448277566,1009.0185612113725,360036.0,592774454.0,-766788.2335362164,-1.4127371147533268,-2.1910766588844126,-2.124112533460076,20.922523209694646,131.74856521819902,16.20856004974185,-0.0023207163953804302
373ef48b,3,8,219.0,-36.425176276365164,173.3440342065744,407997.0,760973681.0,-57456.346928870495,-2.197570538979562,0.3440231462973315,-0.16632500582815143,167.28561655011652,1070.870509642632,43.6230338382089,0.011886339614059447
373ef48b,3,9,220.0,39.56488091542451,12.543691118222519,458150.0,954984690.0,82833.97596069847,0.3406570102142723,0.5293198744930123,0.17984036779738413,5.428328382532871,11.117966727745952,5.210031506868907,0.0004960036225319486
373ef48b,3,10,219.0,98.72470500725649,71.78910049154969,504138.0,1161400946.0,223017.28503078764,0.534499202572988,-0.2447354271625954,0.45079773975916204,27.284226615888436,28.818526353989597,6.676997760659315,-0.004852200916193654
