members,best_member_rmse,full_oof_weights_diagnostic,full_oof_rmse_diagnostic,crossfit_rmse,crossfit_delta_vs_best_member,crossfit_folds_beating_best_parent,crossfit_fold_weights
hmm_exp218_residual_scale|exp192_likpf|pf_mix_e02,8.427220066306026,"[0.9648011289144256, 0.03519887108557438, 0.0]",8.42229497429606,8.445594505491071,0.018374439185045333,2,"[[0.9399060402328834, 0.06009395976711664, 1.321579090192865e-18], [1.0, 0.0, 0.0], [0.9371288577816774, 0.06287114221832263, 1.1763526104929136e-17], [0.9618605935475109, 0.038139406452489096, 0.0], [0.9896979716632484, 0.010302028336751614, 5.410337219325227e-18]]"
hmm_exp218_residual_scale|exp192_likpf|pf_medoid_k8_m2,8.427220066306026,"[0.9648011289144255, 0.03519887108557442, 0.0]",8.42229497429606,8.445594505491071,0.018374439185045333,3,"[[0.9399060402328832, 0.060093959767116824, 0.0], [0.9999999999999998, 0.0, 1.5323092634088844e-16], [0.9371288577816773, 0.06287114221832267, 5.131355323726685e-18], [0.9618605935475109, 0.03813940645248916, 1.224485464695586e-18], [0.989697971663248, 0.010302028336751957, 5.366912792753443e-19]]"
hmm_exp218_residual_scale|exp192_likpf|pf_temp_t4,8.427220066306026,"[0.9648011289144256, 0.035198871085574325, 3.0844364930623745e-18]",8.42229497429606,8.445594505491071,0.018374439185045333,2,"[[0.9399060402328829, 0.060093959767117025, 2.5445356242598547e-17], [1.0, 0.0, 0.0], [0.9371288577816772, 0.06287114221832278, 0.0], [0.9618605935475111, 0.03813940645248898, 0.0], [0.9896979716632485, 0.010302028336751565, 0.0]]"
hmm_exp218_residual_scale|exp192_likpf|pf_temp_t2,8.427220066306026,"[0.9648011289144256, 0.03519887108557448, 9.506779101462352e-19]",8.422294974296062,8.445594505491073,0.01837443918504711,2,"[[0.9399060402328829, 0.06009395976711705, 1.5172117196976635e-17], [1.0, 0.0, 0.0], [0.9371288577816769, 0.06287114221832314, 1.3181092039183216e-18], [0.9618605935475105, 0.038139406452489456, 0.0], [0.9896979716632478, 0.010302028336752202, 0.0]]"
hmm_exp218_residual_scale|exp192_likpf|pf_mix_e05,8.427220066306026,"[0.9648011289144257, 0.03519887108557426, 0.0]",8.42229497429606,8.445594505491073,0.01837443918504711,2,"[[0.9399060402328833, 0.060093959767116734, 0.0], [1.0, 3.469446951953615e-18, 1.8189388675934914e-17], [0.9371288577816772, 0.06287114221832284, 0.0], [0.9618605935475104, 0.03813940645248953, 2.8337856527692094e-18], [0.9896979716632485, 0.010302028336751574, 0.0]]"
hmm_exp218_residual_scale|exp192_likpf|sc15,8.427220066306026,"[0.9648011289144256, 0.035198871085574346, 1.057936585234124e-17]",8.42229497429606,8.445671007833807,0.018450941527781595,2,"[[0.9399578231211516, 0.06000244238910718, 3.973448974108334e-05], [1.0, 0.0, 0.0], [0.9371288577816773, 0.06287114221832274, 2.7718082197742937e-20], [0.961860593547511, 0.03813940645248907, 0.0], [0.9896979716632476, 0.01030202833675245, 0.0]]"
hmm_exp218_residual_scale|exp192_likpf|sc8,8.427220066306026,"[0.9648011289144257, 0.03519887108557432, 0.0]",8.422294974296062,8.445835004637768,0.018614938331742437,2,"[[0.9400720530486474, 0.059819530924091174, 0.0001084160272613817], [1.0, 2.7755575615628914e-17, 2.4394210800105545e-17], [0.9371288577816776, 0.06287114221832238, 3.854880193847171e-18], [0.9618605935475111, 0.03813940645248898, 0.0], [0.9896979716632484, 0.010302028336751728, 0.0]]"
hmm_exp218_residual_scale|exp192_likpf|pf_medoid_k8_m0,8.427220066306026,"[0.9648011289144254, 0.03519887108557461, 0.0]",8.42229497429606,8.44739823890005,0.02017817259402399,2,"[[0.9399060402328825, 0.060093959767117476, 0.0], [1.0, 4.683753385137379e-17, 0.0], [0.9371288577816771, 0.06287114221832293, 2.126104362009713e-18], [0.9618605935475105, 0.038139406452489436, 0.0], [0.9890386226800043, 0.0029430641237219828, 0.008018313196273701]]"
exp226_k16|hmm_peer_atlas|sc8,9.42710967407494,"[0.6508695675049591, 0.34913043249504094, 4.1123854989559356e-18]",8.408016051058677,8.448157316705423,-0.9789523573695167,5,"[[0.6494937630038085, 0.3505062369961915, 0.0], [0.6644224268263078, 0.3355775731736922, 0.0], [0.6273445945111439, 0.3726554054888561, 1.4479498681381678e-17], [0.685331408971891, 0.3146685910281089, 2.1156798026742097e-17], [0.6263929066133131, 0.37360709338668685, 0.0]]"
exp226_k16|hmm_peer_atlas|sc15,9.42710967407494,"[0.650869567504959, 0.34913043249504105, 0.0]",8.408016051058679,8.448157316705423,-0.9789523573695167,5,"[[0.6494937630038086, 0.3505062369961915, 0.0], [0.6644224268263081, 0.33557757317369186, 0.0], [0.6273445945111445, 0.3726554054888555, 0.0], [0.6853314089718913, 0.3146685910281087, 0.0], [0.6263929066133131, 0.37360709338668685, 0.0]]"
exp226_k16|selfgr_hmm_a150|pf_medoid_k8_m2,9.42710967407494,"[0.6006394710616982, 0.25246756996886804, 0.1468929589694337]",8.444312569292308,8.462632278271776,-0.9644773958031632,5,"[[0.5927201776115599, 0.25654003443235207, 0.15073978795608808], [0.6132999143915224, 0.2553098278493154, 0.13139025775916216], [0.5796004293822459, 0.26600608893586225, 0.1543934816818919], [0.6222446435704438, 0.2384537863227644, 0.13930157010679184], [0.5938939883160487, 0.24571638603003196, 0.1603896256539194]]"
exp226_k16|hmm_peer_atlas|exact_hmm,9.42710967407494,"[0.6582076491823671, 0.06992993381695474, 0.27186241700067815]",8.37605918990413,8.467164637816706,-0.9599450362582331,5,"[[0.6577901964770937, 0.0875689431442095, 0.25464086037869677], [0.6646965399856293, 0.3214461348567319, 0.013857325157638824], [0.6363889751235577, 0.04897791702693793, 0.3146331078495043], [0.6921670136061128, 1.4799359654427136e-17, 0.30783298639388723], [0.6354214018796573, 0.019743792293001442, 0.3448348058273412]]"
hmm_exp218_residual_scale|likpf_mean|exp192_pf_ancc,8.427220066306026,"[0.9527280533413663, 0.0, 0.04727194665863367]",8.409629339149726,8.467668623232521,0.04044855692649563,3,"[[0.9157689096087455, 2.065405138584886e-17, 0.08423109039125455], [0.9713350741116773, 0.0, 0.02866492588832274], [0.9295569785832681, 3.469446951953614e-18, 0.07044302141673185], [0.9541915961302075, 6.5052130349130266e-18, 0.04580840386979245], [0.9958740721065514, 2.791820594150173e-18, 0.004125927893448464]]"
hmm_exp218_residual_scale|pf_medoid_k8_m1|exp192_pf_ancc,8.427220066306026,"[0.9527280533413667, 0.0, 0.04727194665863335]",8.409629339149726,8.467668623232521,0.04044855692649563,3,"[[0.9157689096087458, 6.938893903907228e-18, 0.08423109039125419], [0.9713350741116776, 8.782037597132586e-18, 0.028664925888322354], [0.929556978583268, 0.0, 0.0704430214167319], [0.9541915961302073, 2.4069288229178192e-17, 0.04580840386979257], [0.995874072106551, 6.342582709040201e-18, 0.004125927893449008]]"
hmm_exp218_residual_scale|pf_mix_e02|exp192_pf_ancc,8.427220066306026,"[0.9527280533413662, 0.0, 0.04727194665863373]",8.409629339149726,8.467668623232521,0.04044855692649563,3,"[[0.9157689096087455, 2.2551405187698492e-17, 0.08423109039125454], [0.9713350741116775, 0.0, 0.028664925888322434], [0.9295569785832681, 1.723881454251952e-17, 0.07044302141673182], [0.9541915961302075, 6.938893903907228e-18, 0.04580840386979252], [0.9958740721065511, 6.667843360785853e-18, 0.004125927893448914]]"
hmm_exp218_residual_scale|pf_medoid_k8_m2|exp192_pf_ancc,8.427220066306026,"[0.9527280533413663, 0.0, 0.04727194665863371]",8.409629339149728,8.467668623232521,0.04044855692649563,3,"[[0.9157689096087452, 0.0, 0.08423109039125475], [0.9713350741116773, 5.473526905157289e-18, 0.028664925888322722], [0.9295569785832681, 0.0, 0.07044302141673185], [0.9541915961302074, 1.734723475976807e-17, 0.04580840386979253], [0.995874072106551, 5.421010862427522e-19, 0.004125927893449008]]"
hmm_exp218_residual_scale|pf_temp_t4|exp192_pf_ancc,8.427220066306026,"[0.9527280533413667, 0.0, 0.04727194665863321]",8.409629339149726,8.467668623232521,0.04044855692649563,3,"[[0.9157689096087455, 0.0, 0.08423109039125447], [0.9713350741116774, 0.0, 0.028664925888322538], [0.9295569785832682, 0.0, 0.07044302141673178], [0.9541915961302075, 0.0, 0.04580840386979245], [0.9958740721065513, 1.3010426069826053e-18, 0.004125927893448748]]"
hmm_exp218_residual_scale|pf_mix_e05|exp192_pf_ancc,8.427220066306026,"[0.9527280533413663, 1.734723475976807e-18, 0.0472719466586336]",8.409629339149726,8.467668623232521,0.04044855692649563,3,"[[0.9157689096087455, 0.0, 0.08423109039125451], [0.9713350741116774, 2.797241605012601e-17, 0.02866492588832248], [0.9295569785832682, 2.233456475320139e-17, 0.07044302141673171], [0.9541915961302072, 0.0, 0.045808403869792784], [0.9958740721065513, 0.0, 0.004125927893448647]]"
hmm_exp218_residual_scale|exp192_pf_ancc|sc15,8.427220066306026,"[0.952728053341366, 0.04727194665863392, 0.0]",8.409629339149726,8.467668623232521,0.04044855692649563,3,"[[0.9157689096087451, 0.08423109039125476, 6.611423388347358e-17], [0.9713350741116776, 0.028664925888322257, 6.349618318512684e-17], [0.9295569785832678, 0.07044302141673214, 0.0], [0.9541915961302067, 0.045808403869793346, 0.0], [0.9958740721065504, 0.00412592789344951, 0.0]]"
hmm_exp218_residual_scale|pf_temp_t2|exp192_pf_ancc,8.427220066306026,"[0.9527280533413665, 0.0, 0.047271946658633573]",8.409629339149728,8.467668623232523,0.0404485569264974,3,"[[0.9157689096087457, 0.0, 0.08423109039125429], [0.9713350741116774, 1.3010426069826053e-17, 0.02866492588832261], [0.9295569785832678, 3.939719644269202e-17, 0.07044302141673223], [0.9541915961302075, 0.0, 0.045808403869792486], [0.9958740721065513, 4.336808689942018e-18, 0.004125927893448657]]"
hmm_exp218_residual_scale|exp192_pf_ancc|sc8,8.427220066306026,"[0.9527280533413671, 0.047271946658632935, 4.696236951861842e-18]",8.409629339149726,8.467769741726975,0.04054967542094978,3,"[[0.9157859112802276, 0.0841649213643164, 4.91673554560731e-05], [0.9713350741116774, 0.028664925888322475, 5.473949078828179e-20], [0.9295569785832685, 0.07044302141673149, 2.325698746678543e-18], [0.9541915961302072, 0.045808403869792735, 3.512166652026721e-17], [0.9958740721065509, 0.004125927893449122, 0.0]]"
hmm_exp218_residual_scale|exp192_likpf|exp192_pf_ancc,8.427220066306026,"[0.9525890854353355, 0.0002222000109543873, 0.04718871455371017]",8.409629197120651,8.469473652309462,0.04225358600343654,3,"[[0.9157689157060895, 0.0, 0.08423108429391049], [0.9713350741116774, 1.9288634274874927e-17, 0.028664925888322586], [0.9213899418434522, 0.01301576057675574, 0.06559429757979202], [0.9492176204619744, 0.0076694695337357855, 0.04311291000428981], [0.989672815591762, 0.010223202918069317, 0.00010398149016869581]]"
exp226_k16|selfgr_hmm_a150|hmm_peer_atlas,9.42710967407494,"[0.6480982602045157, 0.016155463768453747, 0.3357462760270305]",8.40755620503302,8.470177922266187,-0.956931751808753,5,"[[0.6469047137711471, 0.01620521273589438, 0.33689007349295846], [0.6563788040001405, 0.04291777696029323, 0.30070341903956627], [0.6243426088718214, 0.01569731394828466, 0.359960077179894], [0.671483868468823, 0.08671411574878259, 0.24180201578239446], [0.6263929066133134, 0.0, 0.37360709338668663]]"
hmm_exp218_residual_scale|pf_medoid_k8_m0|exp192_pf_ancc,8.427220066306026,"[0.9527280533413663, 8.131516293641281e-19, 0.047271946658633546]",8.409629339149724,8.470377432673933,0.04315736636790746,3,"[[0.9157689096087456, 0.0, 0.08423109039125433], [0.9713350741116775, 0.0, 0.028664925888322364], [0.9295569785832681, 0.0, 0.07044302141673178], [0.9541915961302074, 1.6263032587282567e-18, 0.04580840386979256], [0.9896280271590324, 0.009702907820291892, 0.0006690650206756718]]"
exp226_k16|selfgr_hmm_a150|pf_medoid_k8_m1,9.42710967407494,"[0.6012158139710696, 0.2446076398023846, 0.1541765462265459]",8.460160805302024,8.476724537814338,-0.9503851362606017,5,"[[0.5978435782657912, 0.2508619532641832, 0.15129446847002567], [0.6135445251851231, 0.25081802955082144, 0.13563744526405555], [0.5812570422044189, 0.25108646786447547, 0.1676564899311057], [0.6194063844310019, 0.2314731764455062, 0.1491204391234919], [0.5938292674250003, 0.23833440885143015, 0.16783632372356966]]"
exp226_k16|selfgr_hmm_a070|exact_hmm,9.42710967407494,"[0.6418150596051332, 0.20075673540476227, 0.15742820499010451]",8.347642002914219,8.480583344558204,-0.9465263295167361,5,"[[0.6356969232271908, 0.26596962953316006, 0.09833344723964912], [0.6455624537020388, 0.3544375462979612, 0.0], [0.6140373094447158, 0.21297627814615216, 0.17298641240913198], [0.679878548648692, 0.10285166191147709, 0.21726978943983083], [0.6350080094307357, 0.021965743982178113, 0.34302624658708625]]"
exp226_k16|exp192_likpf|pf_medoid_k8_m0,9.42710967407494,"[0.6571596249026325, 0.24782593961479563, 0.09501443548257194]",8.505329230197798,8.52327948459079,-0.9038301894841503,5,"[[0.6480595645107999, 0.24144714432937123, 0.11049329115982885], [0.6690620708973531, 0.2422204772426576, 0.08871745185998925], [0.6440117363069503, 0.2727376618069093, 0.08325060188614042], [0.6695704161495943, 0.2715805767262281, 0.05884900712417767], [0.6558295092122203, 0.21450691928212856, 0.12966357150565117]]"
exp226_k16|exp192_likpf|pf_medoid_k8_m1,9.42710967407494,"[0.6590291162131579, 0.3409708837868422, 9.358588237639615e-18]",8.522686961800451,8.530865141230338,-0.8962445328446016,5,"[[0.6503926234634995, 0.34960737653650054, 1.113813098062143e-17], [0.6713083128596031, 0.3286916871403968, 0.0], [0.6452881281096943, 0.3547118718903058, 8.320500096210072e-18], [0.6708157844039871, 0.3291842155960129, 0.0], [0.6578433635132761, 0.3421566364867239, 1.9678403738625612e-19]]"
exp226_k16|exp192_likpf|pf_mix_e02,9.42710967407494,"[0.6590291162131575, 0.34097088378684254, 5.790750368630821e-18]",8.52268696180045,8.530865141230338,-0.8962445328446016,5,"[[0.6503926234634996, 0.3496073765365004, 1.9111692468813065e-18], [0.6713083128596035, 0.32869168714039654, 1.5730304853676234e-18], [0.6452881281096943, 0.3547118718903057, 3.287757807868792e-18], [0.670815784403987, 0.32918421559601296, 0.0], [0.6578433635132762, 0.34215663648672373, 2.6197368121879746e-18]]"
exp226_k16|exp192_likpf|pf_medoid_k8_m2,9.42710967407494,"[0.6590291162131574, 0.3409708837868426, 4.279932624080851e-19]",8.52268696180045,8.530865141230338,-0.8962445328446016,5,"[[0.6503926234634995, 0.34960737653650054, 0.0], [0.6713083128596035, 0.32869168714039654, 0.0], [0.645288128109694, 0.35471187189030595, 1.3072330303982652e-17], [0.6708157844039869, 0.329184215596013, 1.7276794446339226e-18], [0.657843363513276, 0.342156636486724, 0.0]]"
exp226_k16|exp192_likpf|pf_temp_t2,9.42710967407494,"[0.6590291162131575, 0.3409708837868425, 3.538484505491186e-18]",8.52268696180045,8.530865141230338,-0.8962445328446016,5,"[[0.6503926234634999, 0.3496073765365001, 1.585786978769493e-17], [0.671308312859603, 0.328691687140397, 0.0], [0.6452881281096939, 0.354711871890306, 2.5542590656914123e-17], [0.670815784403987, 0.3291842155960129, 3.1448351483443305e-18], [0.657843363513276, 0.342156636486724, 4.0669209713838704e-18]]"
exp226_k16|exp192_likpf|pf_temp_t4,9.42710967407494,"[0.6590291162131575, 0.3409708837868425, 3.5328238035658473e-19]",8.52268696180045,8.530865141230338,-0.8962445328446016,5,"[[0.6503926234634997, 0.34960737653650026, 9.847438348762802e-18], [0.6713083128596036, 0.3286916871403964, 9.798315052016762e-18], [0.6452881281096942, 0.35471187189030584, 0.0], [0.6708157844039871, 0.3291842155960129, 0.0], [0.6578433635132761, 0.3421566364867239, 0.0]]"
exp226_k16|exp192_likpf|pf_mix_e05,9.42710967407494,"[0.6590291162131579, 0.3409708837868421, 0.0]",8.52268696180045,8.530865141230338,-0.8962445328446016,5,"[[0.6503926234634998, 0.34960737653650026, 0.0], [0.671308312859603, 0.3286916871403969, 0.0], [0.6452881281096942, 0.3547118718903058, 0.0], [0.6708157844039873, 0.3291842155960128, 0.0], [0.657843363513276, 0.34215663648672395, 4.656185253390169e-18]]"
exp226_k16|exp192_likpf|sc8,9.42710967407494,"[0.6590291162131573, 0.3409708837868427, 2.6000463686183567e-18]",8.52268696180045,8.530865141230338,-0.8962445328446016,5,"[[0.6503926234634994, 0.34960737653650065, 6.470795075856796e-18], [0.6713083128596034, 0.3286916871403967, 0.0], [0.6452881281096942, 0.35471187189030584, 2.435566509322662e-18], [0.6708157844039869, 0.3291842155960131, 0.0], [0.6578433635132765, 0.34215663648672345, 0.0]]"
exp226_k16|exp192_likpf|sc15,9.42710967407494,"[0.6590291162131575, 0.3409708837868425, 1.0294847165566654e-18]",8.52268696180045,8.530865141230338,-0.8962445328446016,5,"[[0.6503926234634994, 0.34960737653650065, 1.3265720340222247e-17], [0.6713083128596031, 0.3286916871403968, 2.0023541450831956e-17], [0.6452881281096944, 0.3547118718903056, 0.0], [0.670815784403987, 0.32918421559601296, 0.0], [0.6578433635132758, 0.34215663648672423, 0.0]]"
exp226_k16|selfgr_hmm_a150|exp192_pf_ancc,9.42710967407494,"[0.6138024583832734, 0.25898167212573625, 0.12721586949099042]",8.490201372963705,8.53566348960311,-0.89144618447183,5,"[[0.5946860961573638, 0.24525041237279424, 0.16006349146984197], [0.6307190693304398, 0.2648921332931509, 0.10438879737640926], [0.5899613143685747, 0.26700920671986256, 0.14302947891156276], [0.6407567542072117, 0.2488892850304185, 0.11035396076236983], [0.6115464038096745, 0.27078061232250294, 0.11767298386782242]]"
exp226_k16|exp192_likpf|exp192_pf_ancc,9.42710967407494,"[0.6507085349267618, 0.3040361881446502, 0.04525527692858792]",8.51120411708889,8.561298070642218,-0.8658116034327215,5,"[[0.6318428196159382, 0.2764848589541571, 0.09167232142990467], [0.6680249131408573, 0.3135718031999408, 0.01840328365920187], [0.6350826984825242, 0.3066580739396786, 0.058259227577797335], [0.6622878074266546, 0.2948243039237187, 0.042887888649626574], [0.6559428073702155, 0.3324952898696671, 0.011561902760117487]]"
exp226_k16|exp192_likpf|likpf_mean,9.42710967407494,"[0.6590291162131575, 0.3409708837868425, 0.0]",8.52268696180045,8.565343752346097,-0.8617659217288427,5,"[[0.6494250966970619, 0.3345430874751057, 0.01603181582783237], [0.6713083128596032, 0.3286916871403967, 1.1972993061511492e-17], [0.6452881281096939, 0.35471187189030606, 1.841755572642834e-18], [0.6705544766748502, 0.32430497340298375, 0.005140549922165992], [0.6467424658464243, 0.17208983064919695, 0.18116770350437877]]"
exp226_k16|likpf_mean|pf_medoid_k8_m0,9.42710967407494,"[0.6715339553609126, 0.18409444537988176, 0.14437159925920567]",8.565579224439434,8.591406829956608,-0.8357028441183321,5,"[[0.664001812190531, 0.1736937823815085, 0.1623044054279605], [0.6909238783601817, 0.12612153477694835, 0.18295458686287], [0.665096501616356, 0.176943853818046, 0.157959644565598], [0.683951553624385, 0.21800787280176323, 0.09804057357385183], [0.6524565681846439, 0.23119730724148438, 0.11634612457387171]]"
exp226_k16|pf_medoid_k8_m0|pf_medoid_k8_m2,9.42710967407494,"[0.6839411344614004, 0.24000779874194714, 0.07605106679665255]",8.574850301696612,8.593951033876644,-0.8331586401982953,5,"[[0.6738603660246295, 0.24686012460849216, 0.0792795093668784], [0.699046429603004, 0.24690245024313462, 0.05405112015386135], [0.6753662076569567, 0.24857753799300947, 0.07605625435003391], [0.7008324159424961, 0.21934218929411858, 0.07982539476338539], [0.6695421614754125, 0.2365943228201105, 0.09386351570447701]]"
exp226_k16|pf_medoid_k8_m0|exp192_pf_ancc,9.42710967407494,"[0.6733250748916854, 0.24033867319503818, 0.08633625191327648]",8.554354403458232,8.606084546745093,-0.8210251273298468,5,"[[0.6505382504136312, 0.22443930947880888, 0.12502244010756003], [0.6920755535147531, 0.24867684562174514, 0.059247600863501663], [0.658049330404842, 0.23859496933715627, 0.10335570025800181], [0.6875057151895925, 0.22543766339356353, 0.08705662141684403], [0.6785727042766666, 0.2679032202647612, 0.053524075458572136]]"
exp226_k16|likpf_mean|pf_medoid_k8_m1,9.42710967407494,"[0.6676766860585264, 0.3323233139414736, 2.6967546392685283e-17]",8.594349432205087,8.610566968561942,-0.8165427055129975,5,"[[0.658215471863837, 0.34178452813616306, 3.1641284364648325e-17], [0.6883229743502484, 0.3116770256497516, 1.708849735775532e-17], [0.6621652484515848, 0.33783475154841525, 0.0], [0.6816361376819072, 0.31836386231809277, 2.1219179337928144e-17], [0.6475243952206486, 0.3524756047793513, 0.0]]"
exp226_k16|likpf_mean|pf_mix_e02,9.42710967407494,"[0.6676766860585264, 0.3323233139414736, 5.011806682007277e-18]",8.594349432205087,8.610566968561942,-0.8165427055129975,5,"[[0.6582154718638366, 0.34178452813616345, 1.236191475504399e-18], [0.6883229743502484, 0.3116770256497516, 0.0], [0.6621652484515845, 0.3378347515484154, 0.0], [0.6816361376819071, 0.3183638623180929, 1.6090346104570792e-17], [0.6475243952206492, 0.3524756047793508, 2.1154891930208544e-19]]"
exp226_k16|likpf_mean|pf_medoid_k8_m2,9.42710967407494,"[0.6676766860585261, 0.3323233139414738, 0.0]",8.594349432205087,8.610566968561942,-0.8165427055129975,5,"[[0.6582154718638368, 0.34178452813616317, 2.186203028619298e-18], [0.6883229743502485, 0.3116770256497516, 9.161983775076994e-18], [0.6621652484515849, 0.33783475154841514, 7.617102913524554e-18], [0.6816361376819076, 0.3183638623180924, 3.2960256174833096e-18], [0.6475243952206486, 0.35247560477935136, 9.598765130206844e-18]]"
exp226_k16|likpf_mean|pf_temp_t2,9.42710967407494,"[0.6676766860585261, 0.3323233139414738, 3.4218095303143428e-18]",8.594349432205087,8.610566968561942,-0.8165427055129975,5,"[[0.6582154718638368, 0.3417845281361632, 0.0], [0.6883229743502484, 0.3116770256497516, 0.0], [0.6621652484515846, 0.3378347515484153, 0.0], [0.6816361376819073, 0.3183638623180926, 1.691855809126729e-17], [0.6475243952206489, 0.35247560477935114, 0.0]]"
exp226_k16|likpf_mean|pf_temp_t4,9.42710967407494,"[0.6676766860585265, 0.3323233139414735, 0.0]",8.594349432205087,8.610566968561942,-0.8165427055129975,5,"[[0.658215471863837, 0.34178452813616306, 0.0], [0.6883229743502484, 0.3116770256497517, 5.381782195790879e-18], [0.6621652484515845, 0.3378347515484154, 0.0], [0.6816361376819072, 0.3183638623180927, 0.0], [0.6475243952206485, 0.3524756047793514, 0.0]]"
exp226_k16|likpf_mean|pf_mix_e05,9.42710967407494,"[0.6676766860585264, 0.3323233139414736, 0.0]",8.594349432205087,8.610566968561942,-0.8165427055129975,5,"[[0.658215471863837, 0.341784528136163, 0.0], [0.6883229743502485, 0.31167702564975147, 0.0], [0.6621652484515848, 0.3378347515484152, 1.8066472564076962e-17], [0.6816361376819071, 0.3183638623180928, 4.745622773345275e-18], [0.6475243952206485, 0.3524756047793514, 5.738981643014388e-18]]"
exp226_k16|likpf_mean|sc8,9.42710967407494,"[0.6676766860585274, 0.3323233139414727, 0.0]",8.594349432205089,8.610566968561942,-0.8165427055129975,5,"[[0.6582154718638369, 0.34178452813616306, 0.0], [0.6883229743502481, 0.3116770256497518, 7.609675509389228e-18], [0.6621652484515849, 0.33783475154841514, 7.847323931444914e-18], [0.6816361376819072, 0.31836386231809277, 1.5378418154549282e-17], [0.6475243952206489, 0.35247560477935114, 6.925071743611034e-18]]"
exp226_k16|likpf_mean|sc15,9.42710967407494,"[0.667676686058526, 0.3323233139414739, 0.0]",8.594349432205087,8.610566968561942,-0.8165427055129975,5,"[[0.6582154718638367, 0.3417845281361634, 1.4487622906935952e-17], [0.6883229743502477, 0.3116770256497523, 1.5626158806791498e-17], [0.6621652484515841, 0.33783475154841586, 0.0], [0.6816361376819082, 0.3183638623180917, 1.6927167124107397e-17], [0.6475243952206489, 0.35247560477935114, 7.1934727706204e-18]]"
exp226_k16|pf_medoid_k8_m0|sc8,9.42710967407494,"[0.701765745067217, 0.298234254932783, 0.0]",8.603639094499474,8.61220034702476,-0.814909327050179,5,"[[0.6943834372439474, 0.30561656275605265, 8.085665871320596e-18], [0.710166554878433, 0.28983344512156695, 1.5442556659399948e-18], [0.6923387752147157, 0.30766122478528435, 0.0], [0.7172271471856747, 0.2827728528143253, 0.0], [0.6955347548490922, 0.3044652451509078, 1.4729777915993403e-17]]"
exp226_k16|pf_medoid_k8_m0|sc15,9.42710967407494,"[0.7017657450672168, 0.29823425493278316, 7.801868149303046e-18]",8.603639094499474,8.61220034702476,-0.814909327050179,5,"[[0.6943834372439471, 0.3056165627560528, 0.0], [0.710166554878433, 0.28983344512156695, 4.616375057458996e-19], [0.6923387752147157, 0.3076612247852843, 3.330393637236624e-17], [0.7172271471856739, 0.28277285281432607, 5.7711088429803756e-18], [0.6955347548490933, 0.30446524515090667, 0.0]]"
exp226_k16|pf_medoid_k8_m0|pf_mix_e05,9.42710967407494,"[0.7017657450672167, 0.2982342549327833, 0.0]",8.603639094499474,8.61246982991154,-0.8146398441634002,5,"[[0.6943834372439474, 0.30561656275605265, 0.0], [0.710166554878433, 0.28983344512156695, 0.0], [0.6923387752147155, 0.30766122478528446, 3.2082361526954056e-18], [0.7165205451841061, 0.2817181175253191, 0.0017613372905748606], [0.695534754849093, 0.30446524515090695, 1.051508827936215e-18]]"
exp226_k16|pf_medoid_k8_m0|pf_mix_e02,9.42710967407494,"[0.7017657450672168, 0.2982342549327832, 2.314939287273551e-19]",8.603639094499474,8.612575521817533,-0.8145341522574068,5,"[[0.6943834372439471, 0.30561656275605287, 3.2028812880557783e-19], [0.7101665548784329, 0.28983344512156706, 0.0], [0.6923387752147155, 0.30766122478528446, 3.5129907295328877e-19], [0.7161860386028711, 0.28123306036129214, 0.00258090103583682], [0.6955347548490928, 0.30446524515090717, 2.0206756106666575e-19]]"
exp226_k16|pf_medoid_k8_m0|pf_temp_t2,9.42710967407494,"[0.7017657450672167, 0.29823425493278327, 5.000480334624602e-18]",8.603639094499474,8.612590994622872,-0.8145186794520676,5,"[[0.6943834372439474, 0.30561656275605265, 1.1250321164028212e-18], [0.7101665548784332, 0.2898334451215668, 0.0], [0.6923387752147158, 0.30766122478528424, 0.0], [0.7161036378253836, 0.28111651578666463, 0.0027798463879518797], [0.6955347548490929, 0.30446524515090717, 0.0]]"
exp226_k16|pf_medoid_k8_m0|pf_temp_t4,9.42710967407494,"[0.7017657450672167, 0.29823425493278327, 6.3346511889385515e-18]",8.603639094499474,8.613104004307386,-0.8140056697675533,5,"[[0.6943834372439474, 0.30561656275605265, 0.0], [0.7101665548784332, 0.28983344512156684, 9.168174361013233e-19], [0.6923387752147154, 0.3076612247852845, 0.0], [0.715048609318612, 0.27947616917605844, 0.005475221505329534], [0.6955347548490927, 0.30446524515090734, 9.387711614942023e-19]]"
exp226_k16|pf_medoid_k8_m0|pf_medoid_k8_m1,9.42710967407494,"[0.6930599368780537, 0.25987419055747163, 0.047065872564474656]",8.597015426999725,8.616927300610168,-0.8101823734647713,5,"[[0.6899668714862504, 0.2862776941126258, 0.023755434401123883], [0.7062771244451987, 0.27171262382636396, 0.022010251728437426], [0.6812341078778051, 0.2519406939287256, 0.0668251981934693], [0.7054811168005595, 0.23108314639197858, 0.063435736807462], [0.6822686137963322, 0.25481029560221313, 0.06292109060145473]]"
exp226_k16|selfgr_hmm_a150|pf_temp_t4,9.42710967407494,"[0.6373558244056104, 0.3019041777144006, 0.06073999787998885]",8.603192317052187,8.618847525929848,-0.8082621481450918,5,"[[0.6284992585086328, 0.3026527363630871, 0.06884800512828022], [0.653840795515925, 0.30611085831035795, 0.04004834617371715], [0.6167576480744927, 0.3148398717251954, 0.06840248020031191], [0.6501625382542003, 0.2826537259185771, 0.06718373582722253], [0.6366655898861547, 0.30353333871557664, 0.05980107139826867]]"
