members,best_member_rmse,full_oof_weights_diagnostic,full_oof_rmse_diagnostic,crossfit_rmse,crossfit_delta_vs_best_member,crossfit_folds_beating_best_parent,crossfit_fold_weights
hmm_exp218_shrink_a050|pf_medoid_k8_m1|pf_temp_t4,8.33685425907129,"[1.0, 0.0, 0.0]",8.33685425907129,8.33685425907129,0.0,0,"[[1.0, 5.551115123125783e-17, 2.7755575615628914e-17], [1.0, 0.0, 0.0], [1.0, 2.7755575615628914e-17, 0.0], [0.9999999999999998, 0.0, 1.4571677198205177e-16], [1.0, 2.7755575615628914e-17, 0.0]]"
hmm_exp218_shrink_a050|pf_medoid_k8_m1|pf_mix_e05,8.33685425907129,"[1.0, 0.0, 0.0]",8.33685425907129,8.33685425907129,0.0,0,"[[1.0, 0.0, 2.7755575615628914e-17], [1.0, 0.0, 5.551115123125783e-17], [1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [1.0, 2.7755575615628914e-17, 0.0]]"
hmm_exp218_shrink_a050|pf_mix_e02|pf_medoid_k8_m2,8.33685425907129,"[1.0, 0.0, 0.0]",8.33685425907129,8.33685425907129,0.0,0,"[[1.0, 2.7755575615628914e-17, 5.551115123125783e-17], [1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [0.9999999999999998, 0.0, 1.9710323212278648e-16], [1.0, 2.1684043449710093e-18, 5.204170427930422e-18]]"
hmm_exp218_shrink_a050|pf_mix_e02|pf_temp_t2,8.33685425907129,"[1.0, 1.3877787807814457e-17, 0.0]",8.33685425907129,8.33685425907129,0.0,0,"[[1.0, 0.0, 0.0], [1.0, 0.0, 2.7755575615628914e-17], [1.0, 0.0, 0.0], [0.9999999999999998, 1.2490009027033009e-16, 0.0], [1.0, 4.163336342344337e-17, 0.0]]"
hmm_exp218_shrink_a050|pf_mix_e02|pf_temp_t4,8.33685425907129,"[1.0, 0.0, 0.0]",8.33685425907129,8.33685425907129,0.0,1,"[[1.0, 2.7755575615628914e-17, 0.0], [1.0, 0.0, 0.0], [0.9999999999999999, 5.551115123125783e-17, 3.498477574575879e-17], [1.0, 0.0, 0.0], [1.0, 6.938893903907228e-17, 6.938893903907228e-18]]"
hmm_exp218_shrink_a050|pf_mix_e02|pf_mix_e05,8.33685425907129,"[1.0, 4.163336342344337e-17, 0.0]",8.33685425907129,8.33685425907129,0.0,0,"[[1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [1.0, 6.938893903907228e-18, 0.0]]"
hmm_exp218_shrink_a050|pf_medoid_k8_m2|pf_temp_t2,8.33685425907129,"[1.0, 2.7755575615628914e-17, 0.0]",8.33685425907129,8.33685425907129,0.0,0,"[[0.9999999999999999, 5.616167253474913e-17, 9.978299387700561e-18], [1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [1.0, 5.204170427930421e-18, 1.2029380823671768e-17]]"
hmm_exp218_shrink_a050|pf_medoid_k8_m2|pf_temp_t4,8.33685425907129,"[1.0, 0.0, 0.0]",8.33685425907129,8.33685425907129,0.0,0,"[[1.0, 0.0, 0.0], [1.0, 2.7755575615628914e-17, 0.0], [1.0, 0.0, 0.0], [1.0, 5.551115123125783e-17, 2.7755575615628914e-17], [1.0, 0.0, 0.0]]"
hmm_exp218_shrink_a050|pf_medoid_k8_m2|pf_mix_e05,8.33685425907129,"[0.9999999999999999, 5.551115123125783e-17, 1.9405176032829292e-17]",8.33685425907129,8.33685425907129,0.0,0,"[[1.0, 0.0, 2.7755575615628914e-17], [1.0, 0.0, 0.0], [1.0, 2.7755575615628914e-17, 0.0], [1.0, 0.0, 0.0], [1.0, 0.0, 3.2394239036029447e-18]]"
hmm_exp218_shrink_a050|pf_temp_t2|pf_temp_t4,8.33685425907129,"[0.9999999999999998, 0.0, 1.7117716192614796e-16]",8.33685425907129,8.33685425907129,0.0,0,"[[1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [0.9999999999999998, 0.0, 1.172810008757256e-16], [0.9999999999999998, 0.0, 1.1960990744404326e-16], [1.0, 0.0, 0.0]]"
hmm_exp218_shrink_a050|pf_temp_t2|pf_mix_e05,8.33685425907129,"[1.0, 0.0, 0.0]",8.33685425907129,8.33685425907129,0.0,0,"[[1.0, 0.0, 4.163336342344337e-17], [1.0, 5.551115123125783e-17, 0.0], [0.9999999999999998, 0.0, 1.1128515877758093e-16], [1.0, 0.0, 0.0], [1.0, 5.551115123125783e-17, 6.938893903907228e-18]]"
hmm_exp218_shrink_a050|pf_temp_t4|pf_mix_e05,8.33685425907129,"[1.0, 0.0, 0.0]",8.33685425907129,8.33685425907129,0.0,1,"[[0.9999999999999998, 0.0, 1.2210829068359806e-16], [1.0, 0.0, 1.3877787807814457e-17], [1.0, 1.3877787807814457e-17, 0.0], [1.0, 0.0, 0.0], [1.0, 4.85722573273506e-17, 0.0]]"
