candidate_a,candidate_b,layer_a,layer_b,family_a,family_b,rmse_a,rmse_b,better_single_rmse,residual_cosine,equal_50_rmse,equal_50_delta_vs_better,full_oof_opt_weight_b,full_oof_opt_rmse_diagnostic,grid05_weight_b_diagnostic,grid05_rmse_diagnostic,crossfit_weight_b_mean,crossfit_weight_b_std,crossfit_weight_b_min,crossfit_weight_b_max,crossfit_rmse,crossfit_delta_vs_better,crossfit_folds_beating_better_parent,crossfit_fold_weights_b
formation_buda_last50,signal_mean,candidate_path,candidate_path,formation,aggregate_or_anchor,56.92484298207386,57.35111659304531,56.92484298207386,0.09278017448980005,42.2356123666602,-14.689230615413663,0.4958883725207802,42.23442680432549,0.5,42.2356123666602,0.48833055822241855,0.07048583668440646,0.34947191163675606,0.5370127791446941,45.07462914407143,-11.850213838002432,2,"[0.34947191163675606, 0.5370127791446941, 0.5067410217665496, 0.5359494174472272, 0.5124776611168654]"
formation_egfdu_last50,signal_mean,candidate_path,candidate_path,formation,aggregate_or_anchor,57.51325388933979,57.35111659304531,57.35111659304531,0.10680529997420478,42.72443296163393,-14.626683631411382,0.5015803394453534,42.724260741778544,0.5,42.72443296163393,0.4940844441549282,0.0699714272800979,0.3563051126853258,0.5422689123678248,45.48056271865821,-11.870553874387099,2,"[0.3563051126853258, 0.5422689123678248, 0.5121127303376307, 0.5418929029853161, 0.5178425623985435]"
formation_egfdl_weighted,signal_mean,candidate_path,candidate_path,formation,aggregate_or_anchor,56.84885249308085,57.35111659304531,56.84885249308085,0.10424462798605001,42.428438406438694,-14.420414086642154,0.4950901709197769,42.42677898784688,0.5,42.428438406438694,0.4879459580101222,0.0685836233495097,0.35322174580059695,0.5362583433919087,45.07969862611943,-11.769153866961418,2,"[0.35322174580059695, 0.535509566186981, 0.5044564653546297, 0.5362583433919087, 0.5102836693164945]"
formation_egfdu_weighted,signal_mean,candidate_path,candidate_path,formation,aggregate_or_anchor,56.86715912489749,57.35111659304531,56.86715912489749,0.10773804264814392,42.5022852456254,-14.36487387927209,0.49525135679165716,42.500741243296666,0.5,42.5022852456254,0.4880967043079001,0.06869218446090294,0.3531384699363361,0.536397345272196,45.14852841290589,-11.718630711991601,2,"[0.3531384699363361, 0.535822085965257, 0.5052354213464755, 0.536397345272196, 0.5098901990192359]"
formation_buda_weighted,signal_mean,candidate_path,candidate_path,formation,aggregate_or_anchor,56.255511162754,57.35111659304531,56.255511162754,0.09351682158996284,42.003758216371295,-14.251752946382702,0.48936243967390525,41.99587701389754,0.5,42.003758216371295,0.4821349344489443,0.06925534179039598,0.3459768152609944,0.5303447445975694,44.72906007516596,-11.526451087588036,2,"[0.3459768152609944, 0.5303447445975694, 0.4996787336677032, 0.5302234266803229, 0.5044509520381314]"
formation_astnu_full,signal_mean,candidate_path,candidate_path,formation,aggregate_or_anchor,49.14309655937084,57.35111659304531,49.14309655937084,0.09130408607179591,39.42987280941567,-9.71322374995517,0.4157817074926841,38.96032578959163,0.4,38.97690985380627,0.41433589643858876,0.03405990447470502,0.3531123108518837,0.44750280980710666,39.63964999650087,-9.503446562869968,5,"[0.3531123108518837, 0.44256201412445856, 0.42306269497360216, 0.44750280980710666, 0.40543965243589286]"
formation_ancc_full,signal_mean,candidate_path,candidate_path,formation,aggregate_or_anchor,47.25117120218997,57.35111659304531,47.25117120218997,0.11104508224967276,39.12693299085147,-8.1242382113385,0.3926339739793702,38.395338200842154,0.4,38.39881437622354,0.3908836228648186,0.038841592145932184,0.31781412067066833,0.4265408718053288,39.23806630602518,-8.01310489616479,5,"[0.31781412067066833, 0.4209326525928422, 0.3957275881256032, 0.4265408718053288, 0.3934028811296505]"
formation_astnl_full,signal_mean,candidate_path,candidate_path,formation,aggregate_or_anchor,46.71408474704857,57.35111659304531,46.71408474704857,0.11601771925689619,39.02884693838959,-7.685237808658975,0.3858751257023616,38.21107067066434,0.4,38.22372950536929,0.3843740366991309,0.03679108099536212,0.31467642668712986,0.41729263749231615,38.961227397644855,-7.752857349403712,5,"[0.31467642668712986, 0.412455794024288, 0.38847680216671465, 0.41729263749231615, 0.3889685231252055]"
signal_mean,formation_mean,candidate_path,candidate_path,aggregate_or_anchor,formation,57.35111659304531,45.912418041784505,45.912418041784505,0.12480794485836132,38.90492065037323,-7.0074973914112775,0.6246036716914132,37.94735688618226,0.6000000000000001,37.98514323357313,0.6262359164369378,0.03835332990598683,0.5920077572825925,0.6987206668575774,38.74874018749921,-7.163677854285297,5,"[0.6987206668575774, 0.5963425495238268, 0.6214633281368868, 0.5920077572825925, 0.6226452803838055]"
formation_egfdu_full,signal_mean,candidate_path,candidate_path,formation,aggregate_or_anchor,46.153480910196016,57.35111659304531,46.153480910196016,0.14573070858770534,39.34075253777357,-6.812728372422448,0.3753168807492695,38.41146339713628,0.4,38.4483059169922,0.37366076050815483,0.03882160837706267,0.30017363429304844,0.40863815384847674,39.2066884754266,-6.946792434769414,5,"[0.30017363429304844, 0.4031800850066008, 0.37821244673029025, 0.40863815384847674, 0.3780994826623578]"
formation_egfdl_full,signal_mean,candidate_path,candidate_path,formation,aggregate_or_anchor,45.995128506910376,57.35111659304531,45.995128506910376,0.14156310226098898,39.215918648875025,-6.779209858035351,0.37401931258557286,38.26176797036042,0.35000000000000003,38.29686841511677,0.37235565787990377,0.03893188040779027,0.2984216023537172,0.4072651608831399,39.065658777101476,-6.9294697298089005,5,"[0.2984216023537172, 0.4013177292528063, 0.3759533273381723, 0.4072651608831399, 0.378820469571683]"
formation_buda_full,signal_mean,candidate_path,candidate_path,formation,aggregate_or_anchor,45.53889520852803,57.35111659304531,45.53889520852803,0.1315483923399016,38.891108016378254,-6.647787192149778,0.3700375330650649,37.86215415133433,0.35000000000000003,37.88693795299636,0.36836588127431735,0.038948106360136826,0.2941375475588217,0.4023279200083473,38.67784386458811,-6.86105134393992,5,"[0.2941375475588217, 0.3976825375441013, 0.3728170514585484, 0.4023279200083473, 0.3748643498017681]"
sc_cons,slope_last50,candidate_path,candidate_path,ncc,slope,192.84223069340786,113.63515605037344,113.63515605037344,-0.0868231732708705,107.58235003453488,-6.052806015838556,0.7251608508793562,94.02686986561525,0.75,94.20356440090772,0.7260195475378335,0.01977111267423085,0.7030496566014505,0.7498920535129593,95.02960067624946,-18.60555537412398,5,"[0.707167125923202, 0.7498920535129593, 0.7030496566014505, 0.721947219856484, 0.7480416817950711]"
sc_ens,slope_last50,candidate_path,candidate_path,ncc,slope,193.6458929129022,113.63515605037344,113.63515605037344,-0.08597039577529696,107.96773434316383,-5.667421707209613,0.7268260614675573,94.17368782747884,0.75,94.32808713800398,0.7276775453047442,0.019696813883011137,0.7047681090459962,0.7514316257678768,95.1727263723156,-18.462429678057845,5,"[0.70888245202554, 0.7514316257678768, 0.7047681090459962, 0.7236843671841653, 0.7496211725001426]"
tvt_dense50,exp192_pf_z,candidate_path,candidate_path,dense,pf_hard_window,19.994557766079037,19.70510649388235,19.70510649388235,0.11250706890622307,14.804796373894149,-4.900310119988202,0.5082147582477167,14.803202264812438,0.5,14.804796373894149,0.5044228506041388,0.04397248082442142,0.42089911200609037,0.5457570518545495,15.187864839312748,-4.517241654569602,5,"[0.5457570518545495, 0.42089911200609037, 0.5045925141961188, 0.5325144739305061, 0.5183511010334291]"
tvt_densew,exp192_pf_z,candidate_path,candidate_path,dense,pf_hard_window,20.102567340486292,19.70510649388235,19.70510649388235,0.11259761117955042,14.845954790199555,-4.859151703682796,0.5112500041011475,14.842957080603835,0.5,14.845954790199555,0.507514455283588,0.043536926067521624,0.4247921775858964,0.5487714771229514,15.221174349690788,-4.483932144191563,5,"[0.5487714771229514, 0.4247921775858964, 0.5078330425591217, 0.5346290781679615, 0.5215465009820094]"
tvt_dense,exp192_pf_z,candidate_path,candidate_path,dense,pf_hard_window,23.47039625126426,19.70510649388235,19.70510649388235,0.04618794011422738,15.667429066497427,-4.037677427384924,0.5906755803592384,15.430419536237203,0.6000000000000001,15.43294485276546,0.5892119336238507,0.029141315706303118,0.5424269637710566,0.6234212737794496,15.64568457798576,-4.059421915896591,5,"[0.6234212737794496, 0.5424269637710566, 0.5705017810897367, 0.5999814709301886, 0.6097281785488219]"
pf_z,tvt_dense50,candidate_path,candidate_path,pf,dense,17.78817117151714,19.994557766079037,17.78817117151714,0.1271134825999993,14.200540643823436,-3.587630527693703,0.4333926223840726,14.102448331929594,0.45,14.108566283250044,0.43675215613267043,0.045861373117064924,0.39840639182987614,0.5248219020911338,14.496680224041803,-3.291490947475335,4,"[0.39840639182987614, 0.5248219020911338, 0.43774726948632714, 0.4102866299007338, 0.41249858735528117]"
pf_z,tvt_densew,candidate_path,candidate_path,pf,dense,17.78817117151714,20.102567340486292,17.78817117151714,0.1276837513030062,14.246478324031822,-3.541692847485317,0.43031471565418955,14.138834736318428,0.45,14.14745473308495,0.4336145253372621,0.045478462858991514,0.39533327569561244,0.520953898554465,14.527735906626999,-3.2604352648901394,4,"[0.39533327569561244, 0.520953898554465, 0.4344877477004145, 0.40814857191539655, 0.4091491328204218]"
tvt_dense50,pf_medoid_k8_m7,candidate_path,candidate_path,dense,pf_medoid,19.994557766079037,17.04335315378974,17.04335315378974,0.07514373661696781,13.614994829715629,-3.4283583240741127,0.5855234017559404,13.442245137737716,0.6000000000000001,13.44722573733131,0.5815990345890032,0.03991413604838531,0.5034924743314239,0.6152818469625979,13.758205766388729,-3.285147387401013,5,"[0.5986845859961891, 0.5034924743314239, 0.6009655058005274, 0.6152818469625979, 0.5895707598542773]"
beam_vloose,tvt_dense50,candidate_path,candidate_path,beam,dense,17.221170979266972,19.994557766079037,17.221170979266972,0.09432599731717654,13.79591927425723,-3.4252517050097424,0.4182651074146017,13.642188678639465,0.4,13.649906719231495,0.4223001998993123,0.04712280401676264,0.39380473851267395,0.5161450958653016,14.070422763022302,-3.1507482162446703,4,"[0.40479190341498833, 0.5161450958653016, 0.4024422519644333, 0.3943170097391643, 0.39380473851267395]"
tvt_densew,pf_medoid_k8_m7,candidate_path,candidate_path,dense,pf_medoid,20.102567340486292,17.04335315378974,17.04335315378974,0.07193030474550091,13.637062782617257,-3.406290371172485,0.5880499600539953,13.452382699268329,0.6000000000000001,13.455807348362095,0.5842245966583557,0.03930343388471186,0.5072354918461301,0.6169728447087677,13.761728723377653,-3.281624430412089,5,"[0.6011427663105994, 0.5072354918461301, 0.6035666305613547, 0.6169728447087677, 0.592205249864927]"
beam_vloose,tvt_densew,candidate_path,candidate_path,beam,dense,17.221170979266972,20.102567340486292,17.221170979266972,0.09443520784062945,13.838957199058065,-3.3822137802089074,0.41535888439029495,13.673528945187746,0.4,13.679007909801841,0.41933785806124035,0.04666094447955332,0.39072029728501645,0.51228585722203,14.095138068055832,-3.1260329112111407,4,"[0.40191612294789225, 0.51228585722203, 0.39936152958480625, 0.39240548326645663, 0.39072029728501645]"
tvt_dense50,exp106_pf_z_ms_mean,candidate_path,candidate_path,dense,pf_z_multiseed,19.994557766079037,17.01511018780775,17.01511018780775,0.1322591472044985,13.957864978534008,-3.0572452092737414,0.5919969212599848,13.774970769012201,0.6000000000000001,13.776363987356378,0.5883935374172709,0.04340378617654478,0.504845325852971,0.6221077275714061,14.119073545589927,-2.8960366422178225,4,"[0.6221077275714061, 0.504845325852971, 0.5872336956198175, 0.6131973876621598, 0.6145835503799998]"
tvt_densew,exp106_pf_z_ms_mean,candidate_path,candidate_path,dense,pf_z_multiseed,20.102567340486292,17.01511018780775,17.01511018780775,0.13275520548436426,14.003966703137758,-3.011143484669992,0.5950541885394058,13.80813219043633,0.6000000000000001,13.80866611790484,0.5915213526869991,0.042983383804506316,0.5087894671222785,0.6251144398757342,14.146846076730787,-2.8682641110769627,4,"[0.6251144398757342, 0.5087894671222785, 0.5904576495475453, 0.6152961463419927, 0.6179490605474451]"
exp106_pf_z_ms_mean,pf_medoid_k8_m7,candidate_path,candidate_path,pf_z_multiseed,pf_medoid,17.01511018780775,17.04335315378974,17.01511018780775,0.36873294448357247,14.087680226687436,-2.927429961120314,0.4986863747704793,14.087657802965337,0.5,14.087680226687436,0.49878002662163434,0.020561743924024555,0.47187710126883803,0.5308352274345977,14.13740216543769,-2.8777080223700597,5,"[0.47187710126883803, 0.49832330050069185, 0.5308352274345977, 0.509687262018789, 0.48317724188525557]"
beam_vloose,pf_medoid_k8_m7,candidate_path,candidate_path,beam,pf_medoid,17.221170979266972,17.04335315378974,17.04335315378974,0.3653980428345167,14.155723374363413,-2.8876297794263284,0.5081771886747266,14.154843449766789,0.5,14.155723374363413,0.5084008273769843,0.014254550242092226,0.48457091724450924,0.5281550031348002,14.178748446311472,-2.8646047074782697,5,"[0.5059176469775902, 0.5281550031348002, 0.5077948588010979, 0.5155657107269238, 0.48457091724450924]"
exp106_pf_z_ms_best_lik_seed,pf_medoid_k8_m7,candidate_path,candidate_path,pf_z_multiseed,pf_medoid,16.210069372345863,17.04335315378974,16.210069372345863,0.3140626800317918,13.479400041456277,-2.7306693308895866,0.4635120025471856,13.460634929589224,0.45,13.463209777698415,0.46333958507538203,0.0204186062015076,0.4357709157101373,0.4963451910730717,13.514015812642901,-2.6960535597029622,5,"[0.4357709157101373, 0.46250457742279316, 0.4963451910730717, 0.47161949307472956, 0.4504577480961786]"
beam_loose,tvt_dense50,candidate_path,candidate_path,beam,dense,16.314849584612546,19.994557766079037,16.314849584612546,0.11757682761608187,13.625946833209676,-2.6889027514028694,0.3866282850197648,13.34513925493322,0.4,13.349086142232233,0.3903412001562744,0.04706454172165929,0.3611526579346382,0.4839427071228186,13.754861749366334,-2.5599878352462113,4,"[0.3645218731430504, 0.4839427071228186, 0.3760827465917349, 0.36600601598912974, 0.3611526579346382]"
exp106_pf_z_ms_scale_3,pf_medoid_k8_m7,candidate_path,candidate_path,pf_z_multiseed,pf_medoid,16.145943119315476,17.04335315378974,16.145943119315476,0.31870755887077235,13.477498861048751,-2.6684442582667245,0.4603680764029625,13.455585043695004,0.45,13.457085949347588,0.4601669684302738,0.02145592302851846,0.43137283702546037,0.4946561582363508,13.513913151827927,-2.632029967487549,5,"[0.43137283702546037, 0.4573046718353073, 0.4946561582363508, 0.47039043152668386, 0.447110743527567]"
beam_sm5,tvt_dense50,candidate_path,candidate_path,beam,dense,16.31354225385345,19.994557766079037,16.31354225385345,0.12099261613569536,13.645926529540317,-2.6676157243131318,0.38615451018329067,13.364263815104334,0.4,13.368473005505656,0.38958588413252854,0.04466992471465043,0.35980550373471454,0.4783164595416091,13.732114411171947,-2.581427842681501,4,"[0.3650119038883221, 0.4783164595416091, 0.37573560726442873, 0.36905994623356814, 0.35980550373471454]"
exp106_pf_z_ms_scale_5,pf_medoid_k8_m7,candidate_path,candidate_path,pf_z_multiseed,pf_medoid,16.165002967571283,17.04335315378974,16.165002967571283,0.3214099089897449,13.498924316266626,-2.666078651304657,0.4610756317665177,13.477880905342662,0.45,13.479585893806346,0.4608655454781239,0.02193821129193053,0.43184921925477454,0.4961127134545516,13.53859085226033,-2.626412115310952,5,"[0.43184921925477454, 0.4576013130294032, 0.4961127134545516, 0.47177296188500734, 0.44699151976688317]"
pf_z,pf_medoid_k8_m7,candidate_path,candidate_path,pf,pf_medoid,17.78817117151714,17.04335315378974,17.04335315378974,0.363069962449867,14.379141332369164,-2.6642118214205777,0.5335398559228052,14.364005038693142,0.55,14.367652057950346,0.5336724633861859,0.022328035076399463,0.501639577632261,0.5670660559556806,14.424495551475921,-2.6188576023138204,5,"[0.501639577632261, 0.5388583258731398, 0.5670660559556806, 0.5427106774839238, 0.5180876799859245]"
pf_z,tvt_dense,candidate_path,candidate_path,pf,dense,17.78817117151714,23.47039625126426,17.78817117151714,0.05762384560028603,15.127738741709235,-2.660432429807903,0.35690245795579717,14.562779685791321,0.35000000000000003,14.564119620672356,0.3581683041919236,0.03169143029555304,0.32633501783231517,0.409971534172581,14.8085784026638,-2.9795927688533386,5,"[0.32633501783231517, 0.409971534172581, 0.37680916655738483, 0.3496314223324116, 0.3280943800649255]"
exp106_pf_z_ms_scale_8,pf_medoid_k8_m7,candidate_path,candidate_path,pf_z_multiseed,pf_medoid,16.181265632748772,17.04335315378974,16.181265632748772,0.3254778187880589,13.526194576162471,-2.6550710565863014,0.46158322309200905,13.505841805830599,0.45,13.507693366142718,0.46137577291830956,0.022418338877840234,0.4318514180740309,0.4970342083884701,13.568783096483385,-2.6124825362653876,5,"[0.4318514180740309, 0.4578617512409968, 0.4970342083884701, 0.47336832473981716, 0.446763162148233]"
exp106_pf_z_ms_scale_12,pf_medoid_k8_m7,candidate_path,candidate_path,pf_z_multiseed,pf_medoid,16.21320819557553,17.04335315378974,16.21320819557553,0.3307149668802763,13.565721897904908,-2.6474862976706213,0.46274987142482094,13.54675659267124,0.45,13.548979821454724,0.46254317360603353,0.022737563146562164,0.4325240803384787,0.49803328759521664,13.610909649492601,-2.6022985460829275,5,"[0.4325240803384787, 0.459044754661636, 0.49803328759521664, 0.4758765309474851, 0.4472372144873509]"
beam_loose,tvt_densew,candidate_path,candidate_path,beam,dense,16.314849584612546,20.102567340486292,16.314849584612546,0.1175285058172541,13.669119064002683,-2.645730520609863,0.38373240561867256,13.372580309716733,0.4,13.37844850079288,0.38738377383837214,0.046626558248031205,0.35799332318732974,0.4801113008858266,13.776709968064004,-2.5381396165485413,4,"[0.361720840128331, 0.4801113008858266, 0.37300372663103043, 0.3640896783593428, 0.35799332318732974]"
beam_sm5,tvt_densew,candidate_path,candidate_path,beam,dense,16.31354225385345,20.102567340486292,16.31354225385345,0.12102275714365274,13.689615301976469,-2.62392695187698,0.38323815632611635,13.392164756548405,0.4,13.398361341647435,0.38660414401211496,0.04428095694530603,0.35660650901627844,0.4745295901055406,13.755423841131877,-2.558118412721571,4,"[0.3621566506134479, 0.4745295901055406, 0.3726142391328049, 0.3671137311925032, 0.35660650901627844]"
tvt_dense50,exp106_pf_z_ms_best_lik_seed,candidate_path,candidate_path,dense,pf_z_multiseed,19.994557766079037,16.210069372345863,16.210069372345863,0.1192675556496547,13.600193565064828,-2.6098758072810355,0.617060396671236,13.302093514438326,0.6000000000000001,13.308494620835507,0.613375912529244,0.04219325132924012,0.5330812910114153,0.6476085347662046,13.630083772494553,-2.5799855998513106,4,"[0.6476085347662046, 0.5330812910114153, 0.6092435045626188, 0.6368242432521732, 0.6401219890538077]"
tvt_dense50,exp106_pf_z_ms_scale_12,candidate_path,candidate_path,dense,pf_z_multiseed,19.994557766079037,16.21320819557553,16.21320819557553,0.12096395303974794,13.61137083175161,-2.6018373638239183,0.617176283781292,13.313446817242712,0.6000000000000001,13.319918410446954,0.6136337182416491,0.041726137475480846,0.5348639697571903,0.6492262181100595,13.63369147355842,-2.579516722017109,5,"[0.6492262181100595, 0.5348639697571903, 0.6083123376999733, 0.634043904405926, 0.6417221612350971]"
tvt_dense50,exp192_beam_sm5,candidate_path,candidate_path,dense,pf_hard_window,19.994557766079037,16.15293029030483,16.15293029030483,0.11854484424668661,13.576381323403995,-2.5765489669008357,0.6188656816787879,13.268947867160072,0.6000000000000001,13.27677958917982,0.6152491029022038,0.042088438885458226,0.5312463978891098,0.6409089924815299,13.596779268287614,-2.5561510220172163,4,"[0.6409089924815299, 0.5312463978891098, 0.633784497348824, 0.6369448549994896, 0.6333607717920653]"
tvt_dense50,exp106_pf_z_ms_scale_8,candidate_path,candidate_path,dense,pf_z_multiseed,19.994557766079037,16.181265632748772,16.181265632748772,0.1225492965895702,13.609869788669842,-2.57139584407893,0.618448320968845,13.306338450885562,0.6000000000000001,13.313783425998398,0.6148869178229291,0.04171803218381926,0.5361562117859796,0.6501973608755576,13.625584892042314,-2.5556807407064586,5,"[0.6501973608755576, 0.5361562117859796, 0.6092778178287955, 0.6359943742667055, 0.6428088243576076]"
tvt_densew,exp106_pf_z_ms_best_lik_seed,candidate_path,candidate_path,dense,pf_z_multiseed,20.102567340486292,16.210069372345863,16.210069372345863,0.1194190120359145,13.64467184723221,-2.565397525113653,0.6199784921246081,13.330333003217724,0.6000000000000001,13.339148841599833,0.6163742405456805,0.04173922316136459,0.5369722120963276,0.6504581138242375,13.652800266728493,-2.5572691056173706,4,"[0.6504581138242375, 0.5369722120963276, 0.6123447417806879, 0.6387471029060489, 0.6433490321211002]"
tvt_densew,exp106_pf_z_ms_scale_12,candidate_path,candidate_path,dense,pf_z_multiseed,20.102567340486292,16.21320819557553,16.21320819557553,0.12124735216294442,13.656655261589961,-2.556552933985568,0.620117457387141,13.342459749721744,0.6000000000000001,13.351373746600858,0.616655400864242,0.041303639965248815,0.5387535439021893,0.6521078861673231,13.65766693548476,-2.5555412600907683,5,"[0.6521078861673231, 0.5387535439021893, 0.6114290140357813, 0.6359893237007249, 0.6449972365151913]"
tvt_dense50,exp106_pf_z_ms_scale_5,candidate_path,candidate_path,dense,pf_z_multiseed,19.994557766079037,16.165002967571283,16.165002967571283,0.12346881320408282,13.609765670769916,-2.5552372968013675,0.6191128787911664,13.303332008085954,0.6000000000000001,13.311310380305972,0.6155277162135235,0.04173957661256694,0.536649692976043,0.6505015217120527,13.622360805817836,-2.542642161753447,5,"[0.6505015217120527, 0.536649692976043, 0.6100694981212612, 0.6372143992952823, 0.6432034689629778]"
tvt_dense50,exp106_pf_z_ms_scale_3,candidate_path,candidate_path,dense,pf_z_multiseed,19.994557766079037,16.145943119315476,16.145943119315476,0.12335277917773203,13.602555088149073,-2.543388031166403,0.6197346488893138,13.292949530500332,0.6000000000000001,13.301455372013237,0.6161263846591896,0.04177043418051789,0.5370370328147961,0.6509852880179094,13.612420117516582,-2.533523001798894,5,"[0.6509852880179094, 0.5370370328147961, 0.611069595401307, 0.6381825221481864, 0.6433574849137492]"
tvt_densew,exp192_beam_sm5,candidate_path,candidate_path,dense,pf_hard_window,20.102567340486292,16.15293029030483,16.15293029030483,0.11869473611754801,13.620888193264955,-2.5320420970398754,0.6217764632231547,13.296978623216498,0.6000000000000001,13.307458551797126,0.6182215683651124,0.041685400271310936,0.5350093750840889,0.6437570336747892,13.620125236099007,-2.5328050542058236,4,"[0.6437570336747892, 0.5350093750840889, 0.636894321354615, 0.6388869868333105, 0.6365601248787588]"
