episode_id,well,rows,episode_sse_weight,observed_emission_evidence_class,viterbi_recovery_class,pre128_kernel_bias_sum_ft,pre128_true_minus_init_rate_median,exp209_mean_error_ft,exp355_mean_error_ft,exp209_rmse_ft,exp355_rmse_ft,rmse_gain_ft,exp355_sse_reduction_fraction,pre128_bias_sign_matches_exp209_error,pre128_bias_sign_matches_exp355_error,exp355_mu_adjustment_abs_mean
12f0cd90:000,12f0cd90,1234,261752.8283652474,truth_strong,partial_recovery,3.452842425514309,0.0200000000004365,13.98349959481355,-0.9521851684152312,14.564249550310985,2.6745624979198226,11.889687052391162,0.9662767611859494,True,False,0.012968707143141123
137d1e44:000,137d1e44,2544,2106730.609946269,near_tie,not_better,-4.815055780731442,0.0299999999988358,-28.090455778302026,-27.511586720868838,28.77702865348564,28.21358514823865,0.5634435052469904,0.03877589343600385,True,True,0.013461795801657905
13f598d9:000,13f598d9,403,59967.33258475091,near_tie,partial_recovery,-4.354630184087942,0.0300000000006548,-12.182008684863614,-12.463605541863727,12.198455398372438,12.475392883688736,-0.2769374853162976,-0.04592074751901065,True,True,0.0145470938405196
14fee784:000,14fee784,965,862803.2300447569,near_tie,large_recovery,-5.673905366302892,0.0300000000024738,-29.097588082901684,-25.7737442893536,29.901448316851543,26.286711127406978,3.614737189444565,0.22716273269537846,True,True,0.010983734818202499
153552f5:000,153552f5,2383,552496.153772763,truth_strong,large_recovery,0.2411710437210089,0.0100000000002182,-14.831110574905765,5.981020734455289,15.226588404804735,6.327286715280947,8.899301689523789,0.8273248617167519,False,True,0.006222078256534219
153552f5:001,153552f5,557,111457.42088900197,near_tie,partial_recovery,1.045440637195676,1.8189894035458565e-12,-14.01121184919224,12.791870584989558,14.14577992078657,12.854503986735097,1.2912759340514732,0.17423427543136005,False,True,0.0048474096747308775
1550491d:000,1550491d,2092,1396498.0642997366,truth_strong,not_better,0.8245651929285782,-0.0100000000002182,24.726703871892788,25.07679254091327,25.83683602428076,26.2402419511404,-0.40340592685964083,-0.031470976950678686,True,True,0.003925900741689303
1590af81:000,1590af81,971,169533.7727280039,truth_strong,large_recovery,-1.7889945528871969,-0.0199999999986175,-12.972371781668537,26.068024362869057,13.213519148522339,26.111921586709194,-12.898402438186855,-2.9051765160271596,True,False,0.008097053067118819
15e154a1:000,15e154a1,215,29143.45685425077,truth_strong,not_better,-3.020590537896916,0.0,-11.61001627906992,-11.034646107659897,11.64263553121862,11.068261679399246,0.5743738518193737,0.09623351472992026,True,True,0.005069350067060401
15e154a1:001,15e154a1,462,75808.4213412518,near_tie,not_better,-1.764056960011268,0.0,-12.72280627705643,-18.01529126025392,12.809664011231192,18.094010691561955,-5.2843466803307635,-0.9952357047755918,True,True,0.009884426553870788
173ed841:000,173ed841,3558,2152878.1780905225,truth_strong,partial_recovery,-1.4968101509457363,0.0399999999990541,-23.901991849353703,-23.8588186693145,24.598394142795307,24.55278309281485,0.04561104998045806,0.003705019364719675,True,True,0.008390142736269108
1770d7c6:000,1770d7c6,1317,680103.683477009,candidate_strong,large_recovery,1.4557158290171768,-0.0200000000022555,-22.058552771450433,-20.426691469169114,22.724517773346438,20.845421002524606,1.8790967708218318,0.15854288028022367,False,False,0.0035622259837894453
177622d7:000,177622d7,262,58424.7208567511,truth_strong,partial_recovery,-1.4457657593973732,0.0299999999951978,-14.686891221374193,-6.461255047782066,14.933021053151272,6.782991067593414,8.150029985557858,0.7936772415362472,True,True,0.0055980473644707
19137a89:000,19137a89,1174,191584.57564200443,candidate_strong,not_better,-3.0603062033863293,0.020000000001346,-12.741625212947335,-12.844698399513879,12.774567993842505,12.877801675154272,-0.10323368131176736,-0.016227680926321764,True,True,0.005811640534257597
19137a89:001,19137a89,242,33979.7937969991,candidate_strong,not_better,2.0310140618710903,-0.0100000000002182,11.820371900826284,11.932944238241985,11.849572610941703,11.96079355597228,-0.11122094503057767,-0.018860242915770487,True,True,0.01655457667570891
197f8a5a:000,197f8a5a,1415,905893.9134085109,truth_strong,not_better,-4.220799869071806,0.0,-23.821390106007232,-24.53493227580984,25.30232623013527,26.11612928192479,-0.8138030517895167,-0.06536081210332068,True,True,0.009538427396282936
197f8a5a:001,197f8a5a,3289,1494671.6524920198,truth_strong,not_better,0.0583657924990122,-0.0100000000002182,-20.96700577683201,-20.74447311260949,21.317730238635114,21.333568384590436,-0.01583814595532118,-0.0014864649570658361,False,False,0.015076353101712495
19871e7f:000,19871e7f,3461,605834.7306372655,truth_strong,partial_recovery,-1.3223730335504085,0.0,-13.140733747472,10.184278164647905,13.230500806298174,12.671622234404587,0.5588785718935867,0.08269899910900202,True,False,0.007729477983012121
19fb4f7b:000,19fb4f7b,1005,201724.20555024585,truth_strong,partial_recovery,3.898160519372818,-1.8189894035458565e-12,14.098336815920247,14.710566555511347,14.167589863401538,14.807058216739508,-0.6394683533379695,-0.09230926104303627,True,True,0.0015627219413513252
