candidate,anchor,segment_type,segment,rows,weight_sum,sse,anchor_sse,weighted_sse_share,rmse,anchor_rmse,delta_sse_vs_anchor,delta_rmse_vs_anchor,mae,anchor_mae,bias,anchor_bias,mean_abs_step_error,mean_abs_pred_step,mean_abs_true_step,worse_than_anchor
exp063,exp073,distance_bucket,100-250,450,450.0,715.6904224076877,842.147617651518,0.0024611456573333207,1.261119804342939,1.36800553739256,-126.45719524383026,-0.1068857330496209,1.1615526909723768,1.2072437500001332,-1.1572261284723855,-1.1827013888890523,0.03723385416664516,0.036484375,0.02128888888888873,False
exp063,exp073,distance_bucket,1000+,11151,11151.0,279133.15481613576,257385.9001487386,0.959894572128485,5.003210831813827,4.804359177919562,21747.254667397152,0.1988516538942653,3.438676379921033,3.375490528455888,2.7582741668346786,2.934072319046364,0.049913972121326325,0.04889888659088871,0.019092458075507586,True
exp063,exp073,distance_bucket,250-500,750,750.0,4138.018715549058,5360.730065188989,0.014229988934987002,2.348905763839568,2.673507076279891,-1222.7113496399315,-0.3246013124403233,1.8844716666667518,1.9874925000000851,-1.880036250000092,-1.9811430208334253,0.0353676041666428,0.033731770833333334,0.008106666666673845,False
exp063,exp073,distance_bucket,500-1000,1500,1500.0,6652.220058462843,8084.551820128191,0.02287592790949101,2.1058996586515137,2.321573004111392,-1432.3317616653485,-0.21567334545987826,1.6640148958333534,1.79535320312503,-1.2330455208334692,-1.284582630208469,0.05013648437501373,0.049811848958333335,0.007773333333332024,False
exp063,exp073,tail_length_bucket,2500-5000,8137,8137.0,52353.72578567375,59344.9933079512,0.1800361452779536,2.53653955412325,2.700597644995682,-6991.267522277449,-0.16405809087243206,1.993392796792404,2.1468787060648404,0.7520144190886056,0.9025469018832474,0.038912305047626286,0.03797981810848187,0.016100799016595578,False
exp063,exp073,tail_length_bucket,5000+,6014,6014.0,238441.91252821064,212497.90600988473,0.8199638547220462,6.296650475019065,5.944230140822078,25944.006518325914,0.35242033419698693,4.445927484307425,4.173138159398854,3.4485362409584512,3.5437038316842577,0.06123989818933525,0.060203056138782636,0.019427906203224175,True
exp069,exp073,distance_bucket,000-100,300,300.0,261.95647841491245,169.5696661286037,0.00011208365432473516,0.9344454298582885,0.7518192737810591,92.38681228630875,0.18262615607722943,0.7277945312499348,0.6646705729167964,0.2570786458331895,-0.3901153645834772,0.045104561237338706,0.052251025883838384,0.025521885521897526,True
exp069,exp073,distance_bucket,100-250,450,450.0,1517.2246924271735,842.147617651518,0.0006491768746776645,1.8361945505898718,1.36800553739256,675.0770747756555,0.4681890131973119,1.5975481770834288,1.2072437500001332,-0.3238667534723855,-1.1827013888890523,0.05265729166672019,0.04707899305555555,0.02128888888888873,True
exp069,exp073,distance_bucket,1000+,11151,11151.0,2274462.7977253175,257385.9001487386,0.9731773137938247,14.281785660181953,4.804359177919562,2017076.897576579,9.477426482262391,9.831137954975915,3.375490528455888,9.366199517559949,2.934072319046364,0.029561575895660684,0.022021479996188684,0.019092458075507586,True
exp069,exp073,distance_bucket,250-500,750,750.0,29274.193631168426,5360.730065188989,0.012525586767104966,6.247580185551142,2.673507076279891,23913.463565979437,3.5740731092712505,3.8651360416667497,1.9874925000000851,-3.844247187500092,-1.9811430208334253,0.02688390625000951,0.021772135416666668,0.008106666666673845,True
exp069,exp073,distance_bucket,500-1000,1500,1500.0,31635.30592069911,8084.551820128191,0.013535838910067719,4.592407206153734,2.321573004111392,23550.754100570917,2.2708342020423418,2.937219140624995,1.79535320312503,-2.016512317708469,-1.284582630208469,0.039521692708332314,0.037830078125,0.007773333333332024,True
exp069,exp073,tail_length_bucket,2500-5000,8137,8137.0,533093.7935679152,59344.9933079512,0.2280955250371333,8.094120306004303,2.700597644995682,473748.800259964,5.393522661008621,6.082974784356867,2.1468787060648404,4.452555614976217,0.9025469018832474,0.02984418216042658,0.023251430931161648,0.016100799016595578,True
exp069,exp073,tail_length_bucket,5000+,6014,6014.0,1804057.6848801123,212497.90600988473,0.7719044749628666,17.319824942223974,5.944230140822078,1591559.7788702275,11.375594801401895,11.368767758043676,4.173138159398854,10.348432901355025,3.5437038316842577,0.03382604617079018,0.027638359076168302,0.019427906203224175,True
exp070,exp073,distance_bucket,000-100,300,300.0,294.10594142002776,169.5696661286037,0.001102640827647044,0.990127839254487,0.7518192737810591,124.53627529142406,0.23830856547342794,0.8142990885417567,0.6646705729167964,-0.2797410156251438,-0.3901153645834772,0.0510440340908476,0.051017992424242424,0.025521885521897526,True
exp070,exp073,distance_bucket,100-250,450,450.0,566.681509291166,842.147617651518,0.00212456152840759,1.1221819116655096,1.36800553739256,-275.466108360352,-0.2458236257270503,0.937258246527878,1.2072437500001332,-0.8510585937501634,-1.1827013888890523,0.05797899305557318,0.055828993055555554,0.02128888888888873,False
exp070,exp073,distance_bucket,1000+,11151,11151.0,225548.0598099588,257385.9001487386,0.8456085522864664,4.497411643229029,4.804359177919562,-31837.840338779817,-0.3069475346905328,3.3662375151331463,3.375490528455888,1.9523532432628015,2.934072319046364,0.05865122802887946,0.05581723331988162,0.019092458075507586,False
exp070,exp073,distance_bucket,250-500,750,750.0,18111.63632449711,5360.730065188989,0.06790284334434672,4.9141477829490245,2.673507076279891,12750.906259308122,2.2406407066691334,3.0420443750000996,1.9874925000000851,-3.0162888541667585,-1.9811430208334253,0.053094062499925106,0.051265625,0.008106666666673845,True
exp070,exp073,distance_bucket,500-1000,1500,1500.0,22208.204529555253,8084.551820128191,0.08326140201313219,3.847787635300338,2.321573004111392,14123.65270942706,1.526214631188946,2.6619124218750403,1.79535320312503,-1.9425683072918025,-1.284582630208469,0.06762158854167864,0.06664908854166667,0.007773333333332024,True
exp070,exp073,tail_length_bucket,2500-5000,8137,8137.0,124628.80092975512,59344.9933079512,0.467249330436294,3.913605541692465,2.700597644995682,65283.80762180392,1.2130078966967832,3.1525121695265215,2.1468787060648404,0.7521559168380832,0.9025469018832474,0.04845239512906119,0.04547672095881991,0.016100799016595578,True
exp070,exp073,tail_length_bucket,5000+,6014,6014.0,142099.88718496723,212497.90600988473,0.5327506695637059,4.860882852519085,5.944230140822078,-70398.0188249175,-1.0833472883029929,3.1302595376413556,4.173138159398854,1.6640223722770413,3.5437038316842577,0.07356779711667613,0.07170515315774156,0.019427906203224175,False
exp073,exp073,distance_bucket,000-100,300,300.0,169.5696661286037,169.5696661286037,0.0006237781695020277,0.7518192737810591,0.7518192737810591,0.0,0.0,0.6646705729167964,0.6646705729167964,-0.3901153645834772,-0.3901153645834772,0.03407460016837785,0.031217119107744107,0.025521885521897526,False
exp073,exp073,distance_bucket,100-250,450,450.0,842.147617651518,842.147617651518,0.003097920231739758,1.36800553739256,1.36800553739256,0.0,0.0,1.2072437500001332,1.2072437500001332,-1.1827013888890523,-1.1827013888890523,0.04160815972215965,0.040299479166666666,0.02128888888888873,False
exp073,exp073,distance_bucket,1000+,11151,11151.0,257385.9001487386,257385.9001487386,0.9468185514303453,4.804359177919562,4.804359177919562,0.0,0.0,3.375490528455888,3.375490528455888,2.934072319046364,2.934072319046364,0.053851126020070576,0.053127942561205274,0.019092458075507586,False
exp073,exp073,distance_bucket,250-500,750,750.0,5360.730065188989,5360.730065188989,0.019719956190289444,2.673507076279891,2.673507076279891,0.0,0.0,1.9874925000000851,1.9874925000000851,-1.9811430208334253,-1.9811430208334253,0.037096718749977296,0.03510807291666666,0.008106666666673845,False
exp073,exp073,distance_bucket,500-1000,1500,1500.0,8084.551820128191,8084.551820128191,0.029739793978123433,2.321573004111392,2.321573004111392,0.0,0.0,1.79535320312503,1.79535320312503,-1.284582630208469,-1.284582630208469,0.05455328125000354,0.054401041666666664,0.007773333333332024,False
exp073,exp073,tail_length_bucket,2500-5000,8137,8137.0,59344.9933079512,59344.9933079512,0.2183062108919227,2.700597644995682,2.700597644995682,0.0,0.0,2.1468787060648404,2.1468787060648404,0.9025469018832474,0.9025469018832474,0.04190144341578522,0.04136363418100799,0.016100799016595578,False
exp073,exp073,tail_length_bucket,5000+,6014,6014.0,212497.90600988473,212497.90600988473,0.7816937891080773,5.944230140822078,5.944230140822078,0.0,0.0,4.173138159398854,4.173138159398854,3.5437038316842577,3.5437038316842577,0.0662102034134147,0.06507157668800931,0.019427906203224175,False
